s.no,pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
3929,23-03-2019 19:12,23-03-2019 19:23,2,1.21,8,2.26,0,13.56,yellow,credit card,Clinton East,Penn Station/Madison Sq West,Manhattan,Manhattan
3930,29-03-2019 19:41,29-03-2019 19:44,1,0.6,4.5,0,0,8.8,yellow,cash,Lenox Hill East,Lenox Hill East,Manhattan,Manhattan
3931,18-03-2019 22:17,18-03-2019 22:26,1,1.54,8,2.36,0,14.16,yellow,credit card,Midtown South,Times Sq/Theatre District,Manhattan,Manhattan
3932,28-03-2019 18:55,28-03-2019 19:30,2,15.05,42.5,0,0,44.3,yellow,cash,JFK Airport,Astoria,Queens,Queens
3933,18-03-2019 13:09,18-03-2019 13:18,1,1.68,8,0,0,11.3,yellow,cash,Midtown Center,Greenwich Village North,Manhattan,Manhattan
3934,20-03-2019 07:18,20-03-2019 07:25,1,0.5,6.5,0,0,7.3,yellow,cash,Carroll Gardens,Cobble Hill,Brooklyn,Brooklyn
3935,24-03-2019 03:44,24-03-2019 03:52,1,1.31,7.5,2.26,0,13.56,yellow,credit card,Clinton East,Murray Hill,Manhattan,Manhattan
3936,19-03-2019 21:56,19-03-2019 22:07,1,1.81,9.5,2.66,0,15.96,yellow,credit card,East Village,TriBeCa/Civic Center,Manhattan,Manhattan
3937,20-03-2019 18:33,20-03-2019 18:58,1,2.7,16,4.05,0,24.35,yellow,credit card,Midtown Center,Little Italy/NoLiTa,Manhattan,Manhattan
3938,05-03-2019 14:33,05-03-2019 14:43,1,1.3,8,0,0,11.3,yellow,cash,Flatiron,Hudson Sq,Manhattan,Manhattan
3939,14-03-2019 09:47,14-03-2019 10:00,1,1.1,9,2.45,0,14.75,yellow,credit card,West Village,Gramercy,Manhattan,Manhattan
3940,29-03-2019 18:05,29-03-2019 18:13,3,1,7,2.26,0,13.56,yellow,credit card,Flatiron,Murray Hill,Manhattan,Manhattan
3941,30-03-2019 10:29,30-03-2019 10:41,1,1.58,9,0,0,12.3,yellow,cash,Times Sq/Theatre District,UN/Turtle Bay South,Manhattan,Manhattan
3942,27-03-2019 22:09,27-03-2019 22:18,5,1.69,8.5,0,0,12.3,yellow,cash,Midtown North,Upper East Side North,Manhattan,Manhattan
3943,30-03-2019 12:27,30-03-2019 12:42,1,1.63,11,2.86,0,17.16,yellow,credit card,Midtown South,Greenwich Village South,Manhattan,Manhattan
3944,31-03-2019 08:59,31-03-2019 09:13,1,3.47,12,0,0,12.8,yellow,credit card,South Ozone Park,Saint Albans,Queens,Queens
3945,20-03-2019 17:11,20-03-2019 17:16,2,0.64,5.5,1.96,0,11.76,yellow,credit card,Murray Hill,Midtown South,Manhattan,Manhattan
3946,17-03-2019 07:15,17-03-2019 07:40,1,17,52,15.26,5.76,76.32,yellow,credit card,Murray Hill,Richmond Hill,Manhattan,Queens
3947,27-03-2019 20:39,27-03-2019 20:41,2,0.55,3.5,0,0,7.3,yellow,credit card,UN/Turtle Bay South,Murray Hill,Manhattan,Manhattan
3948,23-03-2019 09:09,23-03-2019 09:11,1,0.37,3.5,0,0,6.8,yellow,cash,Garment District,Clinton East,Manhattan,Manhattan
3949,23-03-2019 04:36,23-03-2019 04:40,3,0.7,4.5,0.83,0,9.13,yellow,credit card,East Village,Hudson Sq,Manhattan,Manhattan
3950,28-03-2019 07:19,28-03-2019 07:42,2,8.77,28,2,0,33.3,yellow,credit card,Upper East Side North,TriBeCa/Civic Center,Manhattan,Manhattan
3951,11-03-2019 07:50,11-03-2019 07:55,1,0.76,5.5,1.76,0,10.56,yellow,credit card,Lenox Hill West,Lenox Hill West,Manhattan,Manhattan
3952,18-03-2019 15:31,18-03-2019 15:39,1,2.53,9,0,0,12.3,yellow,cash,Lenox Hill East,East Harlem North,Manhattan,Manhattan
3953,31-03-2019 14:17,31-03-2019 14:34,1,2.2,12,3.05,0,18.35,yellow,credit card,East Village,Penn Station/Madison Sq West,Manhattan,Manhattan
3954,18-03-2019 06:16,18-03-2019 06:20,1,1.42,6,1.86,0,11.16,yellow,credit card,Garment District,Midtown North,Manhattan,Manhattan
3955,06-03-2019 17:08,06-03-2019 17:45,1,6.85,27,0,0,31.3,yellow,cash,Garment District,Central Harlem,Manhattan,Manhattan
3956,31-03-2019 11:53,31-03-2019 12:06,0,1.6,9.5,2.55,0,15.35,yellow,credit card,Garment District,West Village,Manhattan,Manhattan
3957,31-03-2019 04:28,31-03-2019 04:32,1,1.65,7,2.16,0,12.96,yellow,credit card,Clinton East,Flatiron,Manhattan,Manhattan
3958,15-03-2019 05:59,15-03-2019 06:37,1,19.11,52,11.71,5.76,70.27,yellow,credit card,Bloomingdale,JFK Airport,Manhattan,Queens
3959,03-03-2019 19:21,03-03-2019 19:38,1,3.4,14.5,3.55,0,21.35,yellow,credit card,Upper East Side North,Union Sq,Manhattan,Manhattan
3960,27-03-2019 11:44,27-03-2019 11:52,1,0.72,6.5,0,0,9.8,yellow,cash,Midtown Center,Upper East Side South,Manhattan,Manhattan
3961,22-03-2019 18:27,22-03-2019 18:43,1,2.93,12.5,3.36,0,20.16,yellow,credit card,Times Sq/Theatre District,Yorkville West,Manhattan,Manhattan
3962,10-03-2019 23:57,11-03-2019 00:22,5,10.72,32,0,5.76,39.06,yellow,cash,LaGuardia Airport,Pelham Parkway,Queens,Bronx
3963,31-03-2019 11:20,31-03-2019 11:34,1,2.91,12,0,0,12.8,yellow,cash,East Flatbush/Remsen Village,Starrett City,Brooklyn,Brooklyn
3964,29-03-2019 19:56,29-03-2019 20:28,1,7.93,28.5,8.08,0,40.38,yellow,credit card,Garment District,Central Harlem North,Manhattan,Manhattan
3965,09-03-2019 22:50,09-03-2019 23:00,1,1.23,7.5,1.19,0,12.49,yellow,credit card,Garment District,Flatiron,Manhattan,Manhattan
3966,22-03-2019 20:37,22-03-2019 21:03,1,3.4,17,4.15,0,24.95,yellow,credit card,Upper East Side South,Greenwich Village South,Manhattan,Manhattan
3967,25-03-2019 08:01,25-03-2019 08:07,1,1.5,7,0,0,10.3,yellow,cash,Upper East Side North,Upper East Side South,Manhattan,Manhattan
3968,17-03-2019 00:29,17-03-2019 00:35,1,1.2,6,0,0,9.8,yellow,cash,TriBeCa/Civic Center,Chinatown,Manhattan,Manhattan
3969,21-03-2019 08:09,21-03-2019 08:36,1,3.7,18.5,5.45,0,27.25,yellow,credit card,Yorkville West,Penn Station/Madison Sq West,Manhattan,Manhattan
3970,19-03-2019 07:21,19-03-2019 07:36,5,2.72,12,0,0,15.3,yellow,cash,Midtown East,East Harlem South,Manhattan,Manhattan
3971,27-03-2019 10:17,27-03-2019 10:25,1,1.1,6.5,0,0,9.8,yellow,cash,Gramercy,Murray Hill,Manhattan,Manhattan
3972,25-03-2019 13:26,25-03-2019 13:45,1,1.39,12,0,0,15.3,yellow,cash,Murray Hill,Clinton East,Manhattan,Manhattan
3973,17-03-2019 15:39,17-03-2019 15:47,2,1.3,7.5,0,0,8.3,yellow,cash,Manhattan Valley,Central Harlem,Manhattan,Manhattan
3974,12-03-2019 19:17,12-03-2019 19:30,1,1.1,9.5,3.45,0,17.25,yellow,credit card,Penn Station/Madison Sq West,Midtown South,Manhattan,Manhattan
3975,08-03-2019 17:36,08-03-2019 18:22,1,9.2,33.5,4.36,5.76,47.92,yellow,credit card,UN/Turtle Bay South,LaGuardia Airport,Manhattan,Queens
3976,01-03-2019 18:07,01-03-2019 18:09,3,0.22,3,0,0,7.3,yellow,cash,Midtown North,Midtown Center,Manhattan,Manhattan
3977,15-03-2019 16:45,15-03-2019 17:46,4,15.64,50,0,5.76,60.06,yellow,cash,LaGuardia Airport,Battery Park City,Queens,Manhattan
3978,25-03-2019 08:37,25-03-2019 08:51,1,2.45,11,0,0,14.3,yellow,cash,Upper West Side North,East Harlem South,Manhattan,Manhattan
3979,29-03-2019 19:06,29-03-2019 19:11,1,0.58,5.5,0,0,9.8,yellow,cash,Greenwich Village South,Lower East Side,Manhattan,Manhattan
3980,13-03-2019 02:03,13-03-2019 02:14,1,3.9,13,3.35,0,20.15,yellow,credit card,Lincoln Square East,Greenwich Village North,Manhattan,Manhattan
3981,09-03-2019 18:23,09-03-2019 18:27,1,0.3,4,0.37,0,7.67,yellow,credit card,Midtown South,Murray Hill,Manhattan,Manhattan
3982,13-03-2019 22:49,13-03-2019 23:01,1,2.9,11.5,3.06,0,18.36,yellow,credit card,Upper West Side South,Penn Station/Madison Sq West,Manhattan,Manhattan
3983,06-03-2019 21:20,06-03-2019 22:15,0,9.3,41.5,0,5.76,51.06,yellow,,Midtown Center,Forest Hills,Manhattan,Queens
3984,12-03-2019 01:00,12-03-2019 01:03,1,0.7,4.5,1.66,0,9.96,yellow,credit card,Midtown East,Midtown East,Manhattan,Manhattan
3985,22-03-2019 15:59,22-03-2019 16:20,1,3.3,16,4.05,0,24.35,yellow,credit card,West Chelsea/Hudson Yards,Greenwich Village South,Manhattan,Manhattan
3986,06-03-2019 07:04,06-03-2019 07:08,1,0.4,4.5,0,0,7.8,yellow,cash,Lenox Hill West,Lenox Hill East,Manhattan,Manhattan
3987,11-03-2019 17:14,11-03-2019 17:22,2,0.99,6.5,2.16,0,12.96,yellow,credit card,Greenwich Village North,Stuy Town/Peter Cooper Village,Manhattan,Manhattan
3988,18-03-2019 13:30,18-03-2019 13:44,1,1.8,10.5,2,0,15.8,yellow,credit card,West Chelsea/Hudson Yards,Kips Bay,Manhattan,Manhattan
3989,30-03-2019 17:16,30-03-2019 17:34,1,1.82,12,0,0,15.3,yellow,cash,Greenwich Village North,Kips Bay,Manhattan,Manhattan
3990,14-03-2019 07:07,14-03-2019 07:11,1,0.86,5,1.25,0,9.55,yellow,credit card,Yorkville East,Lenox Hill East,Manhattan,Manhattan
3991,17-03-2019 11:25,17-03-2019 11:42,1,2,12,3.05,0,18.35,yellow,credit card,Lincoln Square West,Yorkville West,Manhattan,Manhattan
3992,16-03-2019 08:21,16-03-2019 08:52,5,10.9,34.5,8.71,5.76,52.27,yellow,credit card,LaGuardia Airport,Lincoln Square East,Queens,Manhattan
3993,22-03-2019 17:26,22-03-2019 17:39,2,3.03,12,1.2,0,17.5,yellow,credit card,Midtown Center,East Harlem South,Manhattan,Manhattan
3994,04-03-2019 15:36,04-03-2019 15:50,6,2.89,12,0,0,15.3,yellow,cash,TriBeCa/Civic Center,Penn Station/Madison Sq West,Manhattan,Manhattan
3995,08-03-2019 00:19,08-03-2019 00:39,1,5.67,19,4.56,0,27.36,yellow,credit card,Union Sq,Morningside Heights,Manhattan,Manhattan
3996,11-03-2019 07:12,11-03-2019 07:14,1,0.55,4,0,0,4.8,yellow,cash,Washington Heights South,Hamilton Heights,Manhattan,Manhattan
3997,02-03-2019 15:50,02-03-2019 15:56,1,1.2,6,1.4,0,10.7,yellow,credit card,East Village,Midtown South,Manhattan,Manhattan
3998,29-03-2019 19:50,29-03-2019 20:00,1,2.11,10,2.5,0,16.8,yellow,credit card,Lincoln Square East,Yorkville West,Manhattan,Manhattan
3999,15-03-2019 11:40,15-03-2019 12:08,1,6.08,23.5,0,0,26.8,yellow,cash,TriBeCa/Civic Center,Times Sq/Theatre District,Manhattan,Manhattan
4000,06-03-2019 06:51,06-03-2019 06:56,1,1.37,6.5,1.96,0,11.76,yellow,credit card,Lincoln Square West,Central Park,Manhattan,Manhattan
4001,01-03-2019 14:10,01-03-2019 14:29,3,2.2,12.5,2.37,0,18.17,yellow,credit card,Penn Station/Madison Sq West,Sutton Place/Turtle Bay North,Manhattan,Manhattan
4002,16-03-2019 08:55,16-03-2019 09:37,3,10.7,39,9.1,5.76,54.66,yellow,credit card,Manhattan Valley,LaGuardia Airport,Manhattan,Queens
4003,08-03-2019 03:08,08-03-2019 03:16,1,2.1,9,0,0,10.3,yellow,credit card,Downtown Brooklyn/MetroTech,Prospect Park,Brooklyn,Brooklyn
4004,03-03-2019 12:36,03-03-2019 12:50,2,2.23,11,0,0,14.3,yellow,credit card,Midtown East,East Chelsea,Manhattan,Manhattan
4005,21-03-2019 00:36,21-03-2019 00:38,1,0.8,4.5,0,0,8.3,yellow,cash,Clinton East,Garment District,Manhattan,Manhattan
4006,30-03-2019 13:21,30-03-2019 13:37,1,1.5,11,3.55,0,17.85,yellow,credit card,Sutton Place/Turtle Bay North,Clinton West,Manhattan,Manhattan
4007,16-03-2019 13:29,16-03-2019 13:50,1,3.85,15.5,4.7,0,23.5,yellow,credit card,Upper East Side South,East Village,Manhattan,Manhattan
4008,29-03-2019 12:18,29-03-2019 12:34,1,2.28,12,3.06,0,18.36,yellow,credit card,Upper West Side South,Garment District,Manhattan,Manhattan
4009,23-03-2019 23:40,24-03-2019 00:02,1,2.67,15,3.76,0,22.56,yellow,credit card,Midtown South,Lower East Side,Manhattan,Manhattan
4010,30-03-2019 17:44,30-03-2019 18:07,3,1.9,14.5,0,0,17.8,yellow,cash,Midtown North,Penn Station/Madison Sq West,Manhattan,Manhattan
4011,16-03-2019 11:27,16-03-2019 11:32,5,0.59,5,0,0,8.3,yellow,cash,Manhattan Valley,Upper West Side North,Manhattan,Manhattan
4012,13-03-2019 23:04,13-03-2019 23:22,1,3.82,16,3,0,22.8,yellow,credit card,Gramercy,Upper East Side North,Manhattan,Manhattan
4013,17-03-2019 10:57,17-03-2019 11:10,1,2.2,11,2.85,0,17.15,yellow,credit card,East Village,East Chelsea,Manhattan,Manhattan
4014,12-03-2019 08:15,12-03-2019 08:29,1,1.67,10.5,2.76,0,16.56,yellow,credit card,Lincoln Square East,Clinton East,Manhattan,Manhattan
4015,05-03-2019 13:25,05-03-2019 13:40,2,2.69,12,3.06,0,18.36,yellow,credit card,Upper East Side North,Clinton East,Manhattan,Manhattan
4016,10-03-2019 10:02,10-03-2019 10:09,2,1.59,7.5,0,0,10.8,yellow,cash,Lower East Side,Union Sq,Manhattan,Manhattan
4017,14-03-2019 12:49,14-03-2019 12:53,1,0.48,4.5,1,0,8.8,yellow,credit card,Midtown East,Sutton Place/Turtle Bay North,Manhattan,Manhattan
4018,28-03-2019 17:57,28-03-2019 18:10,1,1.6,10,2.15,0,16.45,yellow,credit card,Clinton East,Lincoln Square East,Manhattan,Manhattan
4019,22-03-2019 10:57,22-03-2019 11:09,1,1.65,9.5,1.28,0,14.08,yellow,credit card,Lenox Hill East,Midtown East,Manhattan,Manhattan
4020,22-03-2019 11:39,22-03-2019 11:45,0,0.4,5.5,1,0,9.8,yellow,credit card,Yorkville West,Yorkville West,Manhattan,Manhattan
4021,06-03-2019 14:43,06-03-2019 14:56,1,1,9,3.05,0,15.35,yellow,credit card,Times Sq/Theatre District,Penn Station/Madison Sq West,Manhattan,Manhattan
4022,25-03-2019 12:40,25-03-2019 12:45,2,0.68,5,1.66,0,9.96,yellow,credit card,Clinton East,Clinton West,Manhattan,Manhattan
4023,26-03-2019 18:22,26-03-2019 18:47,1,2.52,16,4.06,0,24.36,yellow,credit card,Greenwich Village North,Midtown North,Manhattan,Manhattan
4024,30-03-2019 16:40,30-03-2019 17:03,1,4.46,18,6.39,0,27.69,yellow,credit card,Greenwich Village North,Yorkville West,Manhattan,Manhattan
4025,19-03-2019 14:47,19-03-2019 15:11,1,5.8,21,4.85,0,29.15,yellow,credit card,Midtown East,Financial District North,Manhattan,Manhattan
4026,20-03-2019 14:07,20-03-2019 14:22,2,1.35,10.5,2.76,0,16.56,yellow,credit card,Murray Hill,Midtown Center,Manhattan,Manhattan
4027,17-03-2019 22:52,17-03-2019 22:57,1,1.09,6,0,0,7.3,yellow,cash,Brooklyn Heights,Columbia Street,Brooklyn,Brooklyn
4028,13-03-2019 07:59,13-03-2019 08:09,3,1.2,8,2.25,0,13.55,yellow,credit card,TriBeCa/Civic Center,World Trade Center,Manhattan,Manhattan
4029,12-03-2019 07:11,12-03-2019 07:16,1,1.33,6,0,0,9.3,yellow,cash,Clinton West,West Chelsea/Hudson Yards,Manhattan,Manhattan
4030,18-03-2019 14:28,18-03-2019 14:33,1,0.7,5,0,0,8.3,yellow,cash,Midtown South,Murray Hill,Manhattan,Manhattan
4031,14-03-2019 18:29,14-03-2019 18:45,1,1.8,11,2,0,17.3,yellow,credit card,Gramercy,Meatpacking/West Village West,Manhattan,Manhattan
4032,14-03-2019 18:12,14-03-2019 18:35,2,1.66,14.5,0,0,17.8,yellow,cash,Penn Station/Madison Sq West,West Chelsea/Hudson Yards,Manhattan,Manhattan
4033,03-03-2019 10:04,03-03-2019 10:15,1,2.58,11,1,0,15.3,yellow,credit card,Morningside Heights,Central Park,Manhattan,Manhattan
4034,12-03-2019 11:07,12-03-2019 11:29,1,2.3,14.5,4.45,0,22.25,yellow,credit card,Penn Station/Madison Sq West,Upper East Side South,Manhattan,Manhattan
4035,06-03-2019 10:34,06-03-2019 11:05,1,2.05,18.5,0,0,21.8,yellow,cash,UN/Turtle Bay South,Garment District,Manhattan,Manhattan
4036,08-03-2019 08:12,08-03-2019 08:19,1,0.6,6,1.85,0,11.15,yellow,credit card,Clinton East,East Chelsea,Manhattan,Manhattan
4037,24-03-2019 15:53,24-03-2019 16:07,1,1.68,10,0,0,13.3,yellow,cash,Upper East Side North,Midtown East,Manhattan,Manhattan
4038,07-03-2019 17:12,07-03-2019 18:08,1,6.16,35,0,0,36.8,yellow,credit card,Union Sq,Stuyvesant Heights,Manhattan,Brooklyn
4039,07-03-2019 23:31,07-03-2019 23:57,1,6.26,22.5,5.26,0,31.56,yellow,credit card,UN/Turtle Bay South,Central Harlem North,Manhattan,Manhattan
4040,15-03-2019 06:47,15-03-2019 06:57,1,1,7.5,3.2,0,14,yellow,credit card,Midtown South,Kips Bay,Manhattan,Manhattan
4041,12-03-2019 18:42,12-03-2019 18:54,1,2.1,9.5,2.75,0,16.55,yellow,credit card,Midtown North,Central Park,Manhattan,Manhattan
4042,09-03-2019 23:41,09-03-2019 23:54,1,2.4,11,2.95,0,17.75,yellow,credit card,Greenwich Village South,Midtown Center,Manhattan,Manhattan
4043,22-03-2019 15:05,22-03-2019 15:09,1,0.55,4.5,1.56,0,9.36,yellow,credit card,Lincoln Square East,Lincoln Square West,Manhattan,Manhattan
4044,27-03-2019 08:00,27-03-2019 08:05,2,0.4,5,2.45,0,10.75,yellow,credit card,Clinton East,Midtown Center,Manhattan,Manhattan
4045,16-03-2019 22:00,16-03-2019 22:10,1,2.23,9.5,3.32,0,16.62,yellow,credit card,Midtown East,Yorkville West,Manhattan,Manhattan
4046,08-03-2019 20:49,08-03-2019 20:54,1,1.1,6,0,0,9.8,yellow,cash,Lenox Hill West,Yorkville East,Manhattan,Manhattan
4047,15-03-2019 15:31,15-03-2019 15:38,1,1.13,6.5,1.96,0,11.76,yellow,credit card,Lenox Hill East,Upper East Side North,Manhattan,Manhattan
4048,23-03-2019 13:34,23-03-2019 13:40,2,1.6,7,2.06,0,12.36,yellow,credit card,Clinton East,Lincoln Square East,Manhattan,Manhattan
4049,21-03-2019 18:11,21-03-2019 18:26,1,2.1,11.5,3.15,0,18.95,yellow,credit card,Upper West Side North,Times Sq/Theatre District,Manhattan,Manhattan
4050,13-03-2019 14:05,13-03-2019 15:01,6,33.76,143.5,0,0,144.3,yellow,cash,LaGuardia Airport,,Queens,
4051,02-03-2019 17:40,02-03-2019 17:59,2,2.76,13.5,3.36,0,20.16,yellow,credit card,East Harlem South,Midtown Center,Manhattan,Manhattan
4052,06-03-2019 20:27,06-03-2019 20:39,1,1.35,9,0,0,12.8,yellow,cash,Lenox Hill East,Sutton Place/Turtle Bay North,Manhattan,Manhattan
4053,20-03-2019 23:25,20-03-2019 23:39,1,2.5,11.5,3.05,0,18.35,yellow,credit card,Lincoln Square East,Murray Hill,Manhattan,Manhattan
4054,06-03-2019 18:59,06-03-2019 19:08,1,1.49,8,2.21,0,14.51,yellow,credit card,Upper East Side South,Yorkville East,Manhattan,Manhattan
4055,05-03-2019 23:16,05-03-2019 23:21,1,0.89,6,1.96,0,11.76,yellow,credit card,Greenwich Village South,Lower East Side,Manhattan,Manhattan
4056,25-03-2019 20:18,25-03-2019 20:28,2,2.6,10,0,0,13.8,yellow,cash,Clinton East,Upper West Side North,Manhattan,Manhattan
4057,29-03-2019 22:23,29-03-2019 22:52,5,15.14,52,0,5.76,61.06,yellow,cash,Jamaica,Upper West Side North,Queens,Manhattan
4058,09-03-2019 12:55,09-03-2019 13:21,1,2.7,16.5,0,0,19.8,yellow,cash,East Chelsea,East Village,Manhattan,Manhattan
4059,11-03-2019 08:23,11-03-2019 08:43,5,2.29,13.5,0,0,16.8,yellow,cash,Upper East Side North,Midtown East,Manhattan,Manhattan
4060,20-03-2019 19:15,20-03-2019 19:19,3,0.41,4.5,2.64,0,11.44,yellow,credit card,Upper East Side North,Upper East Side North,Manhattan,Manhattan
4061,06-03-2019 08:27,06-03-2019 08:51,1,3.2,16,3.86,0,23.16,yellow,credit card,Yorkville West,Midtown East,Manhattan,Manhattan
4062,14-03-2019 11:29,14-03-2019 11:52,1,5.89,22,6.32,0,31.62,yellow,credit card,Union Sq,Battery Park City,Manhattan,Manhattan
4063,25-03-2019 11:47,25-03-2019 11:51,1,0.6,5,0,0,8.3,yellow,cash,Upper East Side North,Upper East Side North,Manhattan,Manhattan
4064,14-03-2019 17:10,14-03-2019 17:18,2,0.8,7,2.8,0,14.1,yellow,credit card,Union Sq,Penn Station/Madison Sq West,Manhattan,Manhattan
4065,07-03-2019 20:32,07-03-2019 20:37,2,0.65,5,0,0,8.8,yellow,cash,Lenox Hill East,Upper East Side South,Manhattan,Manhattan
4066,01-03-2019 22:57,01-03-2019 23:09,2,0.99,7.5,2.82,0,14.12,yellow,credit card,Clinton East,Garment District,Manhattan,Manhattan
4067,31-03-2019 23:15,31-03-2019 23:27,1,3.03,11.5,3.82,0,19.12,yellow,credit card,Midtown East,Upper West Side South,Manhattan,Manhattan
4068,22-03-2019 12:23,22-03-2019 12:32,1,0.71,7,1.54,0,11.84,yellow,credit card,Midtown North,Midtown Center,Manhattan,Manhattan
4069,06-03-2019 10:49,06-03-2019 10:54,2,0.45,5,1.66,0,9.96,yellow,credit card,Upper East Side South,Midtown Center,Manhattan,Manhattan
4070,01-03-2019 17:58,01-03-2019 18:59,1,13.31,48,0,5.76,55.56,yellow,credit card,Hudson Sq,Canarsie,Manhattan,Brooklyn
4071,18-03-2019 02:34,18-03-2019 02:42,1,2.96,10,4.14,0,17.94,yellow,credit card,Gramercy,Yorkville West,Manhattan,Manhattan
4072,14-03-2019 10:54,14-03-2019 11:02,1,1.08,6.5,0,0,9.8,yellow,cash,Upper West Side South,Lincoln Square East,Manhattan,Manhattan
4073,04-03-2019 21:00,04-03-2019 21:16,3,2.72,12.5,3.26,0,19.56,yellow,credit card,East Chelsea,Stuy Town/Peter Cooper Village,Manhattan,Manhattan
4074,20-03-2019 02:37,20-03-2019 02:39,1,0.6,4,1.95,0,9.75,yellow,credit card,Clinton East,Clinton West,Manhattan,Manhattan
4075,30-03-2019 14:56,30-03-2019 15:49,5,17.14,52,0,0,55.3,yellow,cash,JFK Airport,Sutton Place/Turtle Bay North,Queens,Manhattan
4076,17-03-2019 08:58,17-03-2019 08:59,1,0.43,3.5,0,0,6.8,yellow,cash,West Village,Greenwich Village North,Manhattan,Manhattan
4077,31-03-2019 00:31,31-03-2019 00:43,1,1.19,9,1.92,0,14.72,yellow,credit card,East Village,West Village,Manhattan,Manhattan
4078,01-03-2019 06:27,01-03-2019 07:14,1,9.66,36.5,0,0,39.8,yellow,cash,East Chelsea,Flatlands,Manhattan,Brooklyn
4079,03-03-2019 12:37,03-03-2019 12:52,1,10.3,28.5,0,0,29.3,yellow,cash,JFK Airport,Rego Park,Queens,Queens
4080,26-03-2019 21:18,26-03-2019 21:24,1,0.95,6,0,0,9.8,yellow,cash,Yorkville West,Lenox Hill East,Manhattan,Manhattan
4081,04-03-2019 14:50,04-03-2019 15:45,1,10.77,42.5,11.45,0,57.25,yellow,credit card,Midtown North,LaGuardia Airport,Manhattan,Queens
4082,02-03-2019 23:05,02-03-2019 23:28,2,2.77,15.5,3.86,0,23.16,yellow,credit card,Lincoln Square East,Gramercy,Manhattan,Manhattan
4083,21-03-2019 05:22,21-03-2019 05:50,1,19.63,52,12.21,5.76,73.27,yellow,credit card,Upper West Side North,JFK Airport,Manhattan,Queens
4084,15-03-2019 20:49,15-03-2019 20:55,1,0.46,5,1,0,9.8,yellow,credit card,Penn Station/Madison Sq West,Gramercy,Manhattan,Manhattan
4085,07-03-2019 14:38,07-03-2019 14:48,1,1,8,0,0,11.3,yellow,cash,Yorkville West,Upper East Side North,Manhattan,Manhattan
4086,13-03-2019 09:52,13-03-2019 10:18,1,4.1,19,5.55,0,27.85,yellow,credit card,Midtown South,Battery Park City,Manhattan,Manhattan
4087,14-03-2019 09:00,14-03-2019 09:05,1,0.52,5,1.66,0,9.96,yellow,credit card,Murray Hill,Gramercy,Manhattan,Manhattan
4088,28-03-2019 10:34,28-03-2019 10:53,1,2.3,13.5,4.2,0,21,yellow,credit card,Midtown Center,Union Sq,Manhattan,Manhattan
4089,06-03-2019 14:42,06-03-2019 15:22,3,10.9,38,9.4,5.76,56.46,yellow,credit card,Midtown North,LaGuardia Airport,Manhattan,Queens
4090,02-03-2019 11:12,02-03-2019 11:25,1,2.37,11,0.02,0,11.82,yellow,credit card,Manhattan Valley,East Harlem North,Manhattan,Manhattan
4091,14-03-2019 17:52,14-03-2019 18:03,1,0.88,8,0,0,12.3,yellow,cash,Garment District,Murray Hill,Manhattan,Manhattan
4092,08-03-2019 18:48,08-03-2019 18:59,0,1.3,9,2.66,0,15.96,yellow,credit card,Upper West Side South,Upper East Side North,Manhattan,Manhattan
4093,02-03-2019 11:51,02-03-2019 11:56,1,0.73,5,0,0,8.3,yellow,cash,West Village,SoHo,Manhattan,Manhattan
4094,22-03-2019 22:07,22-03-2019 22:15,1,1.7,7.5,1.75,0,10.55,yellow,credit card,TriBeCa/Civic Center,Greenwich Village North,Manhattan,Manhattan
4095,25-03-2019 20:26,25-03-2019 20:41,1,3.6,14,3.55,0,21.35,yellow,credit card,Midtown East,Manhattan Valley,Manhattan,Manhattan
4096,29-03-2019 17:03,29-03-2019 17:28,2,3.67,17.5,0,0,21.8,yellow,credit card,Union Sq,Yorkville West,Manhattan,Manhattan
4097,11-03-2019 06:21,11-03-2019 06:29,1,1.28,7,3.09,0,13.39,yellow,credit card,Clinton East,Midtown East,Manhattan,Manhattan
4098,04-03-2019 11:01,04-03-2019 11:06,1,0.6,5,1,0,9.3,yellow,credit card,Union Sq,Union Sq,Manhattan,Manhattan
4099,01-03-2019 17:02,01-03-2019 17:20,1,6.05,19,0,0,23.3,yellow,cash,Lenox Hill East,Seaport,Manhattan,Manhattan
4100,29-03-2019 09:17,29-03-2019 09:29,1,1.9,10,2.65,0,15.95,yellow,credit card,TriBeCa/Civic Center,Flatiron,Manhattan,Manhattan
4101,06-03-2019 08:57,06-03-2019 09:07,1,0.5,7.5,2.15,0,12.95,yellow,credit card,Midtown East,Midtown Center,Manhattan,Manhattan
4102,22-03-2019 11:25,22-03-2019 11:52,1,2.93,18,0,0,21.3,yellow,cash,Greenwich Village South,Midtown North,Manhattan,Manhattan
4103,30-03-2019 06:46,30-03-2019 06:51,1,0.81,5.5,1,0,9.8,yellow,credit card,Upper East Side North,Yorkville West,Manhattan,Manhattan
4104,16-03-2019 13:02,16-03-2019 13:11,1,0.8,7,2.06,0,12.36,yellow,credit card,Lincoln Square West,Clinton West,Manhattan,Manhattan
4105,13-03-2019 14:15,13-03-2019 14:18,1,0.49,4,1.46,0,8.76,yellow,credit card,Central Park,Upper East Side North,Manhattan,Manhattan
